cod,mpio_name,ADO|EU/LWAL+DNO,CR+PC/LWAL+DUL,CR/LFINF+DUH,CR/LFINF+DUL,CR/LFINF+DUM,CR/LWAL+DUH,CR/LWAL+DUL,CR/LWAL+DUM,MATO/LN,MCF/LWAL+DUH,MCF/LWAL+DUL,MCF/LWAL+DUM,MR/LWAL+DUH,MR/LWAL+DUL,MR/LWAL+DUM,MUR+ST/LWAL+DNO,MUR/LWAL+DNO,UNK,W+WO/LN+DNO
15681,San Pablo de Borbur,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,4,78,20,86
15686,Santana,7,8,0,0,0,0,3,0,5,0,50,0,0,0,0,28,643,115,11
15690,Santa Maria,3,4,0,0,0,0,0,0,2,0,33,0,0,0,0,23,491,86,11
15693,Santa Rosa de Viterbo,58,2,0,0,0,0,8,0,1,0,164,0,0,0,0,70,1861,182,2
15696,Santa Sofia,19,1,0,0,0,0,1,0,0,0,14,0,0,0,0,8,164,87,1
15720,Sativanorte,69,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,136,224,0
15723,Sativasur,19,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,41,0
15740,Siachoque,20,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,196,81,0
15753,Soata,110,4,0,0,0,0,17,0,0,0,116,0,0,0,0,41,1053,203,1
15755,Socota,77,2,0,0,0,0,0,0,0,0,16,0,0,0,0,11,231,48,0
15757,Socha,82,4,0,0,0,0,1,0,2,0,67,0,0,0,0,32,846,111,3
15759,Sogamoso,131,70,1018,4070,0,336,0,0,7,3467,1816,0,0,0,0,43,12155,1884,18
15761,Somondoco,21,3,0,0,0,0,0,0,0,0,12,0,0,0,0,6,147,74,0
15762,Sora,16,3,0,0,0,0,0,0,0,0,7,0,0,0,0,4,84,35,0
15763,Sotaquira,34,1,0,0,0,0,0,0,0,0,17,0,0,0,0,12,239,54,0
15764,Soraca,3,1,0,0,0,0,21,0,1,0,62,0,0,0,0,11,208,34,2
15774,Susacon,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,25,3,0
15776,Sutamarchan,5,1,0,0,0,0,1,0,0,0,31,0,0,0,0,14,381,97,1
15778,Sutatenza,16,2,0,0,0,0,0,0,0,0,13,0,0,0,0,8,161,59,4
15790,Tasco,51,0,0,0,0,0,0,0,1,0,27,0,0,0,0,17,374,114,2
15798,Tenza,46,2,0,0,0,0,0,0,0,0,18,0,0,0,0,11,241,130,0
15804,Tibana,44,0,0,0,0,0,0,0,0,0,26,0,0,0,0,17,359,102,1
15806,Tibasosa,32,6,0,0,0,0,7,0,7,0,88,0,0,0,0,34,928,180,7
15808,Tinjaca,1,35,0,0,0,0,0,0,0,0,13,0,0,0,0,6,157,71,0
15810,Tipacoque,10,0,0,0,0,0,1,0,0,0,10,0,0,0,0,7,141,22,1
15814,Toca,36,2,0,0,0,0,1,0,1,0,39,0,0,0,0,22,521,82,3
15816,Togui,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,112,46,1
15820,Topaga,68,6,0,0,0,0,0,0,0,0,18,0,0,0,0,10,239,37,0
15822,Tota,34,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,154,83,1
15832,Tunungua,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,54,7,0
15835,Turmeque,77,13,0,0,0,0,0,0,0,0,27,0,0,0,0,22,393,123,3
15837,Tuta,18,1,0,0,0,0,0,0,0,0,34,0,0,0,0,20,474,68,1
15839,Tutaza,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,4,0
15842,Umbita,13,2,0,0,0,0,1,0,0,0,20,0,0,0,0,12,243,65,1
15861,Ventaquemada,10,4,0,0,0,0,2,0,0,0,50,0,0,0,0,26,619,65,1
15879,Viracacha,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,96,95,0
15897,Zetaquira,48,3,0,0,0,0,2,0,1,0,17,0,0,0,0,11,214,80,11
17001,Manizales,2547,850,1934,10315,0,4659,0,0,400,7843,6214,0,807,0,0,590,27627,3990,973
17013,Aguadas,490,39,0,0,0,0,13,0,3,0,158,0,0,0,0,81,1751,286,8
17042,Anserma,813,19,0,0,0,0,78,0,24,0,395,0,0,0,0,116,2797,397,47
17050,Aranzazu,417,15,0,0,0,0,18,0,5,0,82,0,0,0,0,35,571,111,13
17088,Belalcazar,222,59,0,0,0,0,4,0,11,0,40,0,0,0,0,26,476,77,13
17174,Chinchina,104,20,62,252,0,1485,0,0,61,1300,1012,0,0,0,0,35,4592,456,126
17272,Filadelfia,212,9,0,0,0,0,3,0,8,0,44,0,0,0,0,31,545,71,25
17380,La Dorada,52,46,0,700,174,0,0,152,78,0,666,3077,0,0,0,165,11594,2998,851
17388,La Merced,10,2,0,0,0,0,1,0,1,0,10,0,0,0,0,5,112,14,1
17433,Manzanares,7,5,0,0,0,0,33,0,2,0,150,0,0,0,0,75,1155,239,102
17442,Marmato,237,18,0,0,0,0,3,0,2,0,48,0,0,0,0,24,564,99,8
17444,Marquetalia,2,1,0,0,0,0,7,0,1,0,47,0,0,0,0,22,445,25,8
17446,Marulanda,82,4,0,0,0,0,5,0,1,0,20,0,0,0,0,15,152,156,95
17486,Neira,703,26,0,0,0,0,19,0,45,0,180,0,0,0,0,80,1628,393,79
17495,Norcasia,0,1,0,0,0,0,3,0,2,0,65,0,0,0,0,45,925,201,98
17513,Pacora,582,18,0,0,0,0,26,0,2,0,149,0,0,0,0,69,1310,256,5
17524,Palestina,78,4,0,0,0,0,6,0,53,0,128,0,0,0,0,76,1633,389,59
17541,Pensilvania,17,105,0,0,0,0,86,0,1,0,264,0,0,0,0,86,1061,431,654
17614,Riosucio,466,46,0,60,0,0,114,0,34,0,681,0,0,0,0,27,2990,436,70
17616,Risaralda,258,27,0,0,0,0,16,0,9,0,86,0,0,0,0,43,740,70,22
17653,Salamina,1099,118,0,0,0,0,21,0,20,0,118,0,0,0,0,70,1035,425,58
17662,Samana,14,8,0,0,0,0,13,0,3,0,125,0,0,0,0,79,1438,268,139
17665,San Jose,74,7,0,0,0,0,3,0,4,0,21,0,0,0,0,12,234,119,4
17777,Supia,185,4,0,0,0,0,8,0,5,0,195,0,0,0,0,96,2431,229,9
17867,Victoria,0,0,0,0,0,0,4,0,6,0,90,0,0,0,0,61,1255,262,46
17873,Villamaria,152,64,410,1642,0,870,0,0,81,1480,954,0,0,0,0,57,5306,740,160
17877,Viterbo,162,4,0,0,0,0,39,0,4,0,244,0,0,0,0,83,2103,221,9
18001,Florencia,50,104,582,2326,0,610,0,0,145,5840,2804,0,0,0,0,433,20750,6622,3806
18029,Albania,2,3,0,0,0,0,0,0,0,0,32,0,0,0,0,33,565,225,41
18094,Belen de Los Andaquies,6,2,0,0,0,0,2,0,11,0,63,0,0,0,0,57,958,137,170
18150,Cartagena del Chaira,4,72,0,0,0,0,7,0,43,0,137,0,0,0,0,114,1969,840,1258
18205,Curillo,0,10,0,0,0,0,5,0,3,0,67,0,0,0,0,49,896,368,405
18247,El Doncello,4,4,0,0,0,0,11,0,12,0,205,0,0,0,0,178,3099,496,404
18256,El Paujil,1,3,0,0,0,0,3,0,46,0,105,0,0,0,0,85,1605,254,221
18410,La Montanita,1,37,0,0,0,0,3,0,16,0,58,0,0,0,0,46,832,332,277
18460,Milan,7,2,0,0,0,0,2,0,1,0,29,0,0,0,0,25,432,414,184
18479,Morelia,1,0,0,0,0,0,0,0,2,0,20,0,0,0,0,17,309,47,18
18592,Puerto Rico,4,7,0,0,0,0,2,0,17,0,176,0,0,0,0,169,2930,685,322
18610,San Jose del Fragua,1,4,0,0,0,0,1,0,2,0,87,0,0,0,0,79,1413,518,463
18753,San Vicente del Caguan,14,23,0,109,0,0,13,0,27,0,511,0,0,0,0,69,3137,1166,1610
18756,Solano,1,8,0,0,0,0,5,0,5,0,43,0,0,0,0,27,518,235,342
18785,Solita,1,63,0,0,0,0,1,0,1,0,24,0,0,0,0,21,383,328,453
18860,Valparaiso,0,7,0,0,0,0,0,0,1,0,33,0,0,0,0,32,561,236,78
19001,Popayan,381,756,845,4503,0,723,0,0,300,9268,6684,0,364,0,0,511,30588,10993,3327
19022,Almaguer,390,13,0,0,0,0,0,0,1,0,16,0,0,0,0,16,239,336,3
19050,Argelia,32,6,0,0,0,0,1,0,12,0,49,0,0,0,0,45,788,54,120
19075,Balboa,299,4,0,0,0,0,0,0,14,0,67,0,0,0,0,64,1103,257,32
19100,Bolivar,1326,9,0,0,0,0,3,0,5,0,61,0,0,0,0,44,846,589,18
19110,Buenos Aires,256,3,0,0,0,0,1,0,10,0,70,0,0,0,0,51,1024,68,82
19130,Cajibio,74,23,0,0,0,0,2,0,3,0,47,0,0,0,0,34,678,260,27
19137,Caldono,107,4,0,0,0,0,3,0,2,0,36,0,0,0,0,22,428,98,6
19142,Caloto,260,14,0,0,0,0,2,0,70,0,108,0,0,0,0,76,1538,366,101
19212,Corinto,302,48,0,0,0,0,4,0,53,0,180,0,0,0,0,126,2579,517,73
19256,El Tambo,221,8,0,0,0,0,1,0,15,0,42,0,0,0,0,37,659,165,92
19290,Florencia,99,0,0,0,0,0,0,0,2,0,16,0,0,0,0,10,214,65,0
19300,Guachene ,127,5,0,0,0,0,0,0,8,0,189,0,0,0,0,163,3045,351,10
19318,Guapi,13,47,0,0,0,0,12,0,6,0,114,0,0,0,0,55,1152,508,1705
19355,Inza,384,2,0,0,0,0,0,0,5,0,24,0,0,0,0,19,361,140,33
19364,Jambalo,49,1,0,0,0,0,0,0,1,0,11,0,0,0,0,7,150,81,2
19392,La Sierra,136,7,0,0,0,0,0,0,17,0,17,0,0,0,0,23,310,169,30
19397,La Vega,596,4,0,0,0,0,0,0,3,0,26,0,0,0,0,29,431,654,10
19418,Lopez,1,7,0,0,0,0,3,0,4,0,28,0,0,0,0,17,317,168,376
19450,Mercaderes,1123,2,0,0,0,0,1,0,12,0,73,0,0,0,0,111,1358,485,12
19455,Miranda,120,8,0,32,0,0,21,0,16,0,778,0,0,0,0,56,4500,420,27
19473,Morales,194,3,0,0,0,0,0,0,14,0,36,0,0,0,0,32,577,420,15
19513,Padilla,122,0,0,0,0,0,2,0,4,0,72,0,0,0,0,60,1115,170,4
19517,Paez,454,6,0,0,0,0,2,0,6,0,53,0,0,0,0,43,772,249,20
19532,Patia,830,18,0,0,0,0,6,0,67,0,218,0,0,0,0,174,3218,694,87
19533,Piamonte,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,247,177,488
19548,Piendamo,111,52,0,0,0,0,3,0,39,0,160,0,0,0,0,108,2297,381,74
19573,Puerto Tejada,22,11,0,136,0,0,74,0,8,0,1177,0,0,0,0,77,6239,661,10
19585,Purace,256,25,0,0,0,0,0,0,1,0,23,0,0,0,0,18,360,103,124
19622,Rosas,22,4,0,0,0,0,1,0,3,0,29,0,0,0,0,21,416,77,14
19693,San Sebastian,499,0,0,0,0,0,0,0,1,0,4,0,0,0,0,6,78,275,14
19698,Santander de Quilichao,588,75,152,610,0,302,0,0,191,2083,1039,0,0,0,0,103,7348,2119,278
19701,Santa Rosa,148,1,0,0,0,0,0,0,3,0,8,0,0,0,0,10,135,144,127
19743,Silvia,170,5,0,0,0,0,2,0,1,0,57,0,0,0,0,36,786,411,5
19760,Sotara,163,3,0,0,0,0,0,0,1,0,9,0,0,0,0,10,158,182,19
19780,Suarez,181,0,0,0,0,0,0,0,6,0,78,0,0,0,0,63,1222,69,46
19785,Sucre,358,2,0,0,0,0,0,0,2,0,4,0,0,0,0,9,93,179,9
19807,Timbio,207,69,0,0,0,0,3,0,34,0,181,0,0,0,0,134,2642,528,97
19809,Timbiqui,8,8,0,0,0,0,3,0,3,0,40,0,0,0,0,27,464,299,1340
19821,Toribio,55,6,0,0,0,0,0,0,6,0,37,0,0,0,0,27,538,67,20
19824,Totoro,36,2,0,0,0,0,0,0,1,0,16,0,0,0,0,16,250,42,15
19845,Villa Rica,16,3,0,0,0,0,3,0,5,0,201,0,0,0,0,132,2835,341,9
20001,Valledupar,1450,257,0,8200,1537,0,0,2641,1305,0,5092,10900,0,0,561,899,39475,7374,2070
20011,Aguachica,379,30,0,948,236,0,0,85,660,0,768,3859,0,0,0,323,14853,3658,289
20013,Agustin Codazzi,868,15,0,672,168,0,0,85,186,0,373,1818,0,0,0,198,7141,997,279
20032,Astrea,422,1,0,0,0,0,1,0,65,0,109,0,0,0,0,132,1937,289,185
20045,Becerril,576,6,0,0,0,0,4,0,11,0,171,0,0,0,0,134,2552,605,87
20060,Bosconia,65,67,0,220,0,0,14,0,493,0,756,0,0,0,0,122,4736,1182,477
20175,Chimichagua,735,29,0,34,0,0,2,0,50,0,526,0,0,0,0,142,3615,761,190
20178,Chiriguana,1077,28,0,58,0,0,10,0,116,0,608,0,0,0,0,92,3786,1318,35
20228,Curumani,660,31,0,65,0,0,54,0,193,0,784,0,0,0,0,132,4629,1007,368
20238,El Copey,198,425,0,196,0,0,6,0,109,0,636,0,0,0,0,102,4067,785,97
20250,El Paso,1396,7,0,93,0,0,6,0,111,0,733,0,0,0,0,127,4728,2200,143
20295,Gamarra,251,3,0,0,0,0,2,0,110,0,130,0,0,0,0,121,2046,419,246
20310,Gonzalez,207,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,247,55,0
20383,La Gloria,188,9,0,0,0,0,1,0,34,0,92,0,0,0,0,84,1507,224,154
20400,La Jagua de Ibirico,315,27,0,168,0,0,5,0,383,0,909,0,0,0,0,104,5620,1916,402
20443,Manaure,191,1,0,0,0,0,0,0,7,0,70,0,0,0,0,60,1127,152,52
20517,Pailitas,183,4,0,0,0,0,2,0,53,0,180,0,0,0,0,168,2984,743,225
20550,Pelaya,375,12,0,0,0,0,3,0,73,0,190,0,0,0,0,177,3112,784,147
20570,Pueblo Bello,71,4,0,0,0,0,0,0,48,0,88,0,0,0,0,95,1525,358,74
20614,Rio de Oro,351,2,0,0,0,0,3,0,26,0,118,0,0,0,0,89,1732,300,15
20621,La Paz,166,6,0,99,0,0,67,0,73,0,620,0,0,0,0,74,3311,529,339
20710,San Alberto,2,4,0,119,0,0,23,0,8,0,584,0,0,0,0,48,3382,274,151
20750,San Diego,233,10,0,0,0,0,3,0,19,0,184,0,0,0,0,154,2923,353,63
20770,San Martin,73,6,0,0,0,0,2,0,61,0,193,0,0,0,0,173,3142,413,554
20787,Tamalameque,335,4,0,0,0,0,5,0,28,0,114,0,0,0,0,114,1797,451,149
23001,Monteria,299,161,0,6891,1292,0,0,2506,559,0,4975,10867,0,0,507,1336,40637,6492,5709
23068,Ayapel,16,77,0,19,0,0,42,0,465,0,671,0,0,0,0,313,4815,1006,218
23079,Buenavista,93,4,0,0,0,0,6,0,100,0,98,0,0,0,0,113,1566,257,410
23090,Canalete,4,35,0,0,0,0,1,0,12,0,34,0,0,0,0,44,589,133,569
23162,Cerete,292,22,0,372,93,0,0,125,567,0,533,2643,0,0,0,468,11118,1207,934
23168,Chima,172,33,0,0,0,0,0,0,32,0,47,0,0,0,0,85,919,122,36
23182,Chinu,409,29,0,35,0,0,23,0,169,0,594,0,0,0,0,95,3625,505,209
23189,Cienaga de Oro,278,11,0,72,0,0,16,0,233,0,788,0,0,0,0,275,5457,884,540
23300,Cotorra,44,6,0,0,0,0,0,0,26,0,88,0,0,0,0,135,1724,120,39
23350,La Apartada,2,2,0,0,0,0,6,0,35,0,147,0,0,0,0,143,2346,338,331
23417,Lorica,1128,88,0,249,62,0,0,49,360,0,430,2187,0,0,0,519,9729,1543,1410
23419,Los Cordobas,11,6,0,0,0,0,0,0,10,0,33,0,0,0,0,50,604,188,786
23464,Momil,512,238,0,0,0,0,2,0,41,0,109,0,0,0,0,130,1847,136,73
23466,Montelibano,68,60,0,791,198,0,0,192,113,0,459,2160,0,0,0,282,8596,2431,1678
23500,Monitos,59,6,0,0,0,0,1,0,112,0,73,0,0,0,0,100,1292,395,756
23555,Planeta Rica,130,46,0,410,102,0,0,142,214,0,329,1641,0,0,0,237,6635,892,734
23570,Pueblo Nuevo,148,19,0,0,0,0,4,0,89,0,127,0,0,0,0,168,2241,285,571
23574,Puerto Escondido,24,54,0,0,0,0,3,0,26,0,38,0,0,0,0,50,608,208,584
23580,Puerto Libertador,6,13,0,53,0,0,27,0,54,0,379,0,0,0,0,108,2432,631,1048
23586,Purisima,241,2,0,0,0,0,3,0,21,0,95,0,0,0,0,107,1585,178,36
23660,Sahagun,1403,18,0,348,88,0,0,177,295,0,448,2107,0,0,0,360,8797,1246,545
23670,San Andres Sotavento,212,4,0,0,0,0,6,0,345,0,98,0,0,0,0,115,1543,146,455
23672,San Antero,627,5,0,37,0,0,30,0,71,0,558,0,0,0,0,115,3441,636,386
23675,San Bernardo del Viento,201,20,0,0,0,0,6,0,130,0,141,0,0,0,0,158,2304,398,323
23678,San Carlos,156,4,0,0,0,0,1,0,39,0,74,0,0,0,0,112,1385,83,114
23682,San Jose de Ure(1),5,4,0,0,0,0,0,0,29,0,53,0,0,0,0,61,944,195,442
23686,San Pelayo,102,8,0,0,0,0,5,0,110,0,171,0,0,0,0,304,3328,308,295
23807,Tierralta,52,13,70,280,0,45,0,0,98,1448,560,0,0,0,0,327,5667,1495,2505
23815,Tuchin,47,4,0,0,0,0,1,0,74,0,24,0,0,0,0,42,436,20,81
23855,Valencia,3,11,0,0,0,0,11,0,21,0,171,0,0,0,0,197,2709,611,1162
25001,Agua de Dios,281,50,0,0,0,0,5,0,6,0,157,0,0,0,0,91,2101,852,6
25019,Alban,65,34,0,0,0,0,2,0,4,0,37,0,0,0,0,24,485,78,6
25035,Anapoima,6,11,0,0,0,0,13,0,9,0,111,0,0,0,0,39,1045,1353,9
25040,Anolaima,152,26,0,0,0,0,3,0,6,0,89,0,0,0,0,53,1151,82,8
25053,Arbelaez,28,9,0,0,0,0,2,0,4,0,57,0,0,0,0,28,705,178,4
25086,Beltran,54,9,0,0,0,0,0,0,1,0,18,0,0,0,0,15,296,114,1
25095,Bituima,17,5,0,0,0,0,0,0,0,0,9,0,0,0,0,7,127,49,2
25099,Bojaca,11,32,0,0,0,0,3,0,2,0,111,0,0,0,0,54,1384,95,2
25120,Cabrera,21,0,0,0,0,0,3,0,0,0,19,0,0,0,0,10,198,13,7
25123,Cachipay,11,26,0,0,0,0,1,0,5,0,58,0,0,0,0,30,756,136,9
25126,Cajica,15,159,0,2206,414,0,0,157,8,0,632,1158,0,0,171,17,4173,711,40
25148,Caparrapi,25,13,0,0,0,0,0,0,18,0,57,0,0,0,0,51,935,276,58
25151,Caqueza,19,11,0,0,0,0,6,0,2,0,104,0,0,0,0,45,1211,109,3
25154,Carmen de Carupa,41,1,0,0,0,0,0,0,1,0,30,0,0,0,0,20,431,107,5
25168,Chaguani,33,1,0,0,0,0,2,0,1,0,17,0,0,0,0,9,184,54,1
25175,Chia,58,652,0,1532,384,0,0,134,13,0,744,2675,0,0,0,38,10084,686,108
25178,Chipaque,86,7,0,0,0,0,1,0,0,0,30,0,0,0,0,18,376,77,0
25181,Choachi,46,9,0,0,0,0,5,0,0,0,74,0,0,0,0,31,813,158,2
25183,Choconta,35,6,0,0,0,0,3,0,0,0,81,0,0,0,0,38,999,74,0
25200,Cogua,5,91,0,0,0,0,2,0,0,0,158,0,0,0,0,71,1983,22,9
25214,Cota,44,142,0,191,0,0,11,0,5,0,539,0,0,0,0,9,2944,314,17
25224,Cucunuba,52,4,0,0,0,0,0,0,0,0,16,0,0,0,0,9,192,64,0
25245,El Colegio,7,22,0,0,0,0,12,0,3,0,211,0,0,0,0,89,2458,603,11
25258,El Penon,16,2,0,0,0,0,0,0,1,0,12,0,0,0,0,7,160,100,1
25260,El Rosal,3,32,0,0,0,0,1,0,0,0,219,0,0,0,0,100,2810,161,3
25269,Facatativa,85,341,0,2868,718,0,0,389,16,0,893,3210,0,0,0,49,12107,782,92
25279,Fomeque,9,7,0,0,0,0,1,0,0,0,74,0,0,0,0,34,937,126,3
25281,Fosca,45,2,0,0,0,0,1,0,0,0,20,0,0,0,0,11,260,60,0
25286,Funza,14,199,0,2362,590,0,0,269,6,0,686,2378,0,0,0,25,8947,862,18
25288,Fuquene,15,6,0,0,0,0,1,0,0,0,13,0,0,0,0,6,162,35,3
25290,Fusagasuga,18,69,792,3170,0,262,0,0,31,3913,2016,0,0,0,0,49,13698,3860,48
25293,Gachala,87,33,0,0,0,0,0,0,1,0,23,0,0,0,0,16,313,95,1
25295,Gachancipa,9,42,0,0,0,0,3,0,0,0,106,0,0,0,0,48,1293,52,6
25297,Gacheta,25,6,0,0,0,0,1,0,1,0,56,0,0,0,0,26,681,133,5
25299,Gama,35,2,0,0,0,0,0,0,0,0,10,0,0,0,0,8,148,57,1
25307,Girardot,253,76,380,1518,0,192,0,0,146,3620,1782,0,0,0,0,119,12729,3821,170
25312,Granada,4,88,0,0,0,0,0,0,3,0,33,0,0,0,0,21,453,51,3
25317,Guacheta,63,57,0,0,0,0,0,0,0,0,53,0,0,0,0,29,719,54,3
25320,Guaduas,61,34,0,0,0,0,6,0,19,0,298,0,0,0,0,162,3868,815,41
25322,Guasca,30,17,0,0,0,0,1,0,0,0,90,0,0,0,0,42,1145,38,7
25324,Guataqui,185,10,0,0,0,0,1,0,6,0,13,0,0,0,0,9,183,118,2
25326,Guatavita,1,2,0,0,0,0,0,0,0,0,37,0,0,0,0,17,474,109,0
25328,Guayabal de Siquima,8,16,0,0,0,0,0,0,1,0,17,0,0,0,0,10,237,75,4
25335,Guayabetal,0,27,0,0,0,0,1,0,0,0,39,0,0,0,0,21,501,83,2
25339,Gutierrez,47,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,206,92,0
25368,Jerusalen,12,21,0,0,0,0,0,0,1,0,8,0,0,0,0,6,117,46,1
25372,Junin,74,14,0,0,0,0,0,0,1,0,14,0,0,0,0,11,203,195,3
25377,La Calera,6,61,0,0,0,0,14,0,6,0,229,0,0,0,0,93,2509,324,10
25386,La Mesa,60,29,0,0,0,0,9,0,13,0,271,0,0,0,0,116,3265,1066,21
25394,La Palma,112,12,0,0,0,0,1,0,4,0,63,0,0,0,0,44,892,208,22
25398,La Pena,50,9,0,0,0,0,0,0,2,0,14,0,0,0,0,12,204,45,5
25402,La Vega,2,17,0,0,0,0,3,0,6,0,70,0,0,0,0,29,813,296,11
25407,Lenguazaque,42,22,0,0,0,0,0,0,0,0,34,0,0,0,0,21,484,57,4
25426,Macheta,27,4,0,0,0,0,0,0,0,0,16,0,0,0,0,9,211,47,0
25430,Madrid,29,241,0,2166,541,0,0,160,6,0,689,2615,0,0,0,31,9834,889,27
25436,Manta,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,144,83,1
25438,Medina,19,2,0,0,0,0,1,0,2,0,64,0,0,0,0,48,975,264,10
25473,Mosquera,15,80,0,1888,472,0,0,339,4,0,823,2944,0,0,0,30,11059,726,6
25483,Narino,82,4,0,0,0,0,0,0,1,0,21,0,0,0,0,15,312,389,2
25486,Nemocon,13,3,0,0,0,0,0,0,0,0,114,0,0,0,0,55,1464,120,4
25488,Nilo,19,8,0,0,0,0,11,0,6,0,95,0,0,0,0,38,945,107,5
25489,Nimaima,41,9,0,0,0,0,1,0,2,0,19,0,0,0,0,9,222,54,4
25491,Nocaima,56,42,0,0,0,0,0,0,4,0,29,0,0,0,0,15,373,179,1
25506,Venecia,9,13,0,0,0,0,3,0,0,0,25,0,0,0,0,12,248,42,8
25513,Pacho,43,31,0,0,0,0,5,0,6,0,201,0,0,0,0,107,2581,539,48
25518,Paime,33,7,0,0,0,0,0,0,1,0,11,0,0,0,0,10,170,59,22
25524,Pandi,35,11,0,0,0,0,2,0,1,0,21,0,0,0,0,11,244,134,3
25530,Paratebueno,4,5,0,0,0,0,3,0,10,0,73,0,0,0,0,43,990,119,42
25535,Pasca,6,7,0,0,0,0,0,0,2,0,38,0,0,0,0,29,549,48,10
25572,Puerto Salgar,4,14,0,0,0,0,14,0,6,0,219,0,0,0,0,136,2892,484,131
25580,Puli,23,6,0,0,0,0,0,0,0,0,10,0,0,0,0,7,156,47,0
25592,Quebradanegra,4,13,0,0,0,0,1,0,1,0,21,0,0,0,0,10,267,83,5
25594,Quetame,14,14,0,0,0,0,2,0,1,0,31,0,0,0,0,18,389,75,2
25596,Quipile,71,11,0,0,0,0,0,0,2,0,19,0,0,0,0,16,273,106,3
25599,Apulo,43,18,0,0,0,0,3,0,8,0,55,0,0,0,0,35,738,305,5
25612,Ricaurte,35,32,0,0,0,0,10,0,40,0,101,0,0,0,0,48,1119,2109,53
25645,San Antonio del Tequendama,7,10,0,0,0,0,1,0,2,0,40,0,0,0,0,19,510,146,2
25649,San Bernardo,95,79,0,0,0,0,1,0,1,0,43,0,0,0,0,25,568,94,28
25653,San Cayetano,0,3,0,0,0,0,0,0,1,0,15,0,0,0,0,12,242,52,6
25658,San Francisco,1,3,0,0,0,0,2,0,1,0,55,0,0,0,0,25,656,118,0
25662,San Juan de Rio Seco,164,58,0,0,0,0,3,0,5,0,67,0,0,0,0,44,921,267,19
25718,Sasaima,9,20,0,0,0,0,1,0,3,0,39,0,0,0,0,19,489,84,3
25736,Sesquile,33,64,0,0,0,0,1,0,0,0,73,0,0,0,0,40,983,136,14
25740,Sibate,7,147,0,281,0,0,19,0,12,0,699,0,0,0,0,24,3885,312,6
25743,Silvania,14,40,0,0,0,0,3,0,2,0,122,0,0,0,0,59,1545,717,13
25745,Simijaca,44,20,0,0,0,0,1,0,0,0,111,0,0,0,0,58,1470,197,10
25754,Soacha,83,1236,0,13075,2452,0,0,1890,782,0,5939,12218,0,0,901,576,43608,7674,871
25758,Sopo,24,38,0,0,0,0,4,0,2,0,219,0,0,0,0,98,2694,160,7
25769,Subachoque,22,24,0,0,0,0,2,0,0,0,131,0,0,0,0,59,1644,122,3
25772,Suesca,27,23,0,0,0,0,2,0,1,0,121,0,0,0,0,57,1552,186,4
25777,Supata,31,12,0,0,0,0,0,0,1,0,28,0,0,0,0,18,391,92,10
25779,Susa,61,15,0,0,0,0,0,0,1,0,26,0,0,0,0,15,341,65,1
25781,Sutatausa,6,13,0,0,0,0,0,0,0,0,31,0,0,0,0,17,405,64,8
25785,Tabio,14,63,0,0,0,0,3,0,1,0,140,0,0,0,0,62,1699,75,7
25793,Tausa,6,10,0,0,0,0,0,0,0,0,23,0,0,0,0,12,296,92,1
25797,Tena,7,32,0,0,0,0,0,0,1,0,29,0,0,0,0,16,385,156,2
25799,Tenjo,16,41,0,0,0,0,7,0,1,0,105,0,0,0,0,43,1138,47,11
25805,Tibacuy,31,8,0,0,0,0,0,0,0,0,14,0,0,0,0,10,207,68,11
25807,Tibirita,8,1,0,0,0,0,0,0,0,0,7,0,0,0,0,5,89,58,0
25815,Tocaima,278,61,0,0,0,0,45,0,24,0,235,0,0,0,0,93,1972,1284,18
25817,Tocancipa,20,185,0,339,0,0,17,0,0,0,621,0,0,0,0,11,3401,278,5
25823,Topaipi,21,11,0,0,0,0,3,0,8,0,18,0,0,0,0,10,184,62,25
25839,Ubala,74,11,0,0,0,0,0,0,0,0,16,0,0,0,0,13,233,77,6
25841,Ubaque,40,6,0,0,0,0,0,0,0,0,15,0,0,0,0,7,186,42,1
25843,Villa de San Diego de Ubate,85,91,0,484,0,0,10,0,1,0,862,0,0,0,0,23,4885,602,66
25845,Une,110,12,0,0,0,0,0,0,4,0,41,0,0,0,0,31,606,85,1
25851,Utica,57,8,0,0,0,0,0,0,5,0,33,0,0,0,0,19,436,195,10
25862,Vergara,43,25,0,0,0,0,1,0,6,0,20,0,0,0,0,13,264,97,14
25867,Viani,13,7,0,0,0,0,0,0,0,0,19,0,0,0,0,13,266,69,1
25871,Villagomez,24,26,0,0,0,0,0,0,1,0,8,0,0,0,0,5,106,25,5
